LABEL,LAT,LON,DIR
147-1.png,37.81289423456627,-122.28936633699952,290
147-2.png,37.81289423456627,-122.28936633699952,110
148-1.png,37.81209478552545,-122.29083254916074,290
148-2.png,37.81209478552545,-122.29083254916074,110
149-1.png,37.813978034894866,-122.27884896224947,289
149-2.png,37.813978034894866,-122.27884896224947,109
150-1.png,37.813557649906315,-122.27637721483234,21
150-2.png,37.813557649906315,-122.27637721483234,201
151-1.png,37.810185594690886,-122.28475212541942,289
151-2.png,37.810185594690886,-122.28475212541942,109
152-1.png,37.814521750600264,-122.2789027570683,13
152-2.png,37.814521750600264,-122.2789027570683,193
153-1.png,37.81141561022617,-122.27967291008439,279
153-2.png,37.81141561022617,-122.27967291008439,99
154-1.png,37.812928610236845,-122.27858310849723,201
154-2.png,37.812928610236845,-122.27858310849723,21
155-1.png,37.80972130082064,-122.28264506747641,290
155-2.png,37.80972130082064,-122.28264506747641,110
156-1.png,37.81068546560653,-122.29098809784236,12
156-2.png,37.81068546560653,-122.29098809784236,192
157-1.png,37.81324809006368,-122.29171796354434,192
157-2.png,37.81324809006368,-122.29171796354434,12
158-1.png,37.81177518703402,-122.27964904822001,289
158-2.png,37.81177518703402,-122.27964904822001,109
159-1.png,37.80984183644978,-122.28487682487535,289
159-2.png,37.80984183644978,-122.28487682487535,109
160-1.png,37.81222117692363,-122.28961206202565,290
160-2.png,37.81222117692363,-122.28961206202565,110
161-1.png,37.81236517787261,-122.28955946384079,290
161-2.png,37.81236517787261,-122.28955946384079,110
162-1.png,37.810809345740914,-122.28001447453761,109
162-2.png,37.810809345740914,-122.28001447453761,289
163-1.png,37.810304077397156,-122.2858831276482,289
163-2.png,37.810304077397156,-122.2858831276482,109
164-1.png,37.81485991732251,-122.27853354036287,289
164-2.png,37.81485991732251,-122.27853354036287,109
165-1.png,37.8128203433038,-122.27830769261493,201
165-2.png,37.8128203433038,-122.27830769261493,21
166-1.png,37.8120690314016,-122.27954417512753,289
166-2.png,37.8120690314016,-122.27954417512753,109
167-1.png,37.813698532661384,-122.28465310141024,109
167-2.png,37.813698532661384,-122.28465310141024,289
168-1.png,37.809871154489656,-122.28486619158758,289
168-2.png,37.809871154489656,-122.28486619158758,109
169-1.png,37.80981367967449,-122.28605867671949,289
169-2.png,37.80981367967449,-122.28605867671949,109
170-1.png,37.812487408286714,-122.27939145228432,289
170-2.png,37.812487408286714,-122.27939145228432,109
171-1.png,37.811842791125144,-122.27962580898571,289
171-2.png,37.811842791125144,-122.27962580898571,109
172-1.png,37.810567071219666,-122.29046259515009,12
172-2.png,37.810567071219666,-122.29046259515009,192
173-1.png,37.81373862721451,-122.27683775865025,21
173-2.png,37.81373862721451,-122.27683775865025,201
174-1.png,37.812441115174934,-122.28953172677174,290
174-2.png,37.812441115174934,-122.28953172677174,110
175-1.png,37.81313767646394,-122.27915611473253,289
175-2.png,37.81313767646394,-122.27915611473253,109
176-1.png,37.810984809571885,-122.27930120478334,24
176-2.png,37.810984809571885,-122.27930120478334,204
177-1.png,37.81456206186575,-122.27864058259597,289
177-2.png,37.81456206186575,-122.27864058259597,109
178-1.png,37.815467222293215,-122.27831420191075,289
178-2.png,37.815467222293215,-122.27831420191075,109
179-1.png,37.813534685407475,-122.28581553199322,193
179-2.png,37.813534685407475,-122.28581553199322,13
180-1.png,37.81079172748588,-122.284532243053,289
180-2.png,37.81079172748588,-122.284532243053,109
181-1.png,37.81450737569598,-122.27885136492345,13
181-2.png,37.81450737569598,-122.27885136492345,193
182-1.png,37.81283344429781,-122.28639773075224,196
182-2.png,37.81283344429781,-122.28639773075224,16
183-1.png,37.811598511818694,-122.27973209906177,112
183-2.png,37.811598511818694,-122.27973209906177,292
184-1.png,37.814233882055014,-122.27875660061623,289
184-2.png,37.814233882055014,-122.27875660061623,109
185-1.png,37.812314920010614,-122.2790542280074,201
185-2.png,37.812314920010614,-122.2790542280074,21
186-1.png,37.81156392291554,-122.27964883593141,279
186-2.png,37.81156392291554,-122.27964883593141,99
187-1.png,37.81357673769571,-122.2880789204124,289
187-2.png,37.81357673769571,-122.2880789204124,109
188-1.png,37.81084446739405,-122.28803515228772,289
188-2.png,37.81084446739405,-122.28803515228772,109
189-1.png,37.81429127216355,-122.27873590504814,289
189-2.png,37.81429127216355,-122.27873590504814,109
190-1.png,37.812943862367725,-122.28687970197811,196
190-2.png,37.812943862367725,-122.28687970197811,16
191-1.png,37.813206886555584,-122.2880275676311,196
191-2.png,37.813206886555584,-122.2880275676311,16
192-1.png,37.81380207868166,-122.2811000390575,190
192-2.png,37.81380207868166,-122.2811000390575,10
193-1.png,37.80982528435658,-122.28488282811334,289
193-2.png,37.80982528435658,-122.28488282811334,109
194-1.png,37.81185885312115,-122.27961998770017,289
194-2.png,37.81185885312115,-122.27961998770017,109
195-1.png,37.811289558569364,-122.28552688170839,110
195-2.png,37.811289558569364,-122.28552688170839,290
196-1.png,37.812026776448114,-122.27955911276743,289
196-2.png,37.812026776448114,-122.27955911276743,109
197-1.png,37.81106929551649,-122.27977485374647,289
197-2.png,37.81106929551649,-122.27977485374647,109
198-1.png,37.81324656989729,-122.29171132518076,192
198-2.png,37.81324656989729,-122.29171132518076,12
199-1.png,37.814870802556584,-122.28423791583278,109
199-2.png,37.814870802556584,-122.28423791583278,289
200-1.png,37.81140222458103,-122.27967494495681,279
200-2.png,37.81140222458103,-122.27967494495681,99
